restaurant_name,restaurant_user_name,restaurant_user_review
Aglio e Olio,Nikhil T.,This is a hidden gem. One of the handful places in Seattle that can serve a delicious main course under $20. We have been here twice and both times found the food to be delicious and the portion sizes large (you're guaranteed to have leftovers). The olive oil and fresh bread is heavenly. The pesto pasta is great as well. The music and decor is quirky Italian. The server is fantastic to talk to.
Aglio e Olio,Jon H.,"So far this is my favorite Italian place in the city. The bruschetta is delicious, as is the parm and practically anything you can order!
My advice: come early in the day before the evening rush or call in a reservation, the restaurant is very small and fills up quickly (literally maybe 5 or 6 tables)"
Aglio e Olio,Travis G.,"I am so happy to be so close to this place! There are a ton of great items on the menu, but I keep going back to the strip steak with the gorgonzola gnocchi. So good and a great price. Also, the bruschetta is a standout. But really everything I've had is good - we've tried nearly every item on the menu."
Aglio e Olio,Joe S.,"Amazing. From the outside it doesnt look like much, but the food here is tied for my favorite Italian place. The staff is very personable and welcoming.
My go-to is the 4 cheese pasta, I don't know if I would consider it my favorite dish ever, but as the time I'm writing this, I'm having a hard time thinking of anything that I could definitively say tops it."
Aglio e Olio,Amanda E.,The best italian food ever! Also the best service I can get on this new year day! I had the seafood rigatoni with a lemon zest alfredo sauce. Mighty delicious!
Aglio e Olio,Jeff B.,"4.5 stars.
What a surprise. Our son wanted to have birthday dinner here, so the five of us went on a Saturday evening.
FOOD: 4.5 stars. We had $35 per person dinner, leaving the chef to decide the contents. This included for the vegan among us. Excellent value. Several appetizers (green salad, cold cuts, olives, mozzarella, bruschetta, artichokes, etc), pasta meat dish, lamb chops (and equivalents for the vegan). Followed by dessert. The bday boy received a free tiramisu - heavenly; the rest of us had chocolate gelato with fruit - excellent!
We also had a carafe of house red wine from Montepulciano.
SERVICE: 5.0 stars. The gentleman and lady servers worked hard to ensure we were very satisfied.
AMBIANCE: 4.0 stars. Nicely done, attractive (yet simple) interior.
TIP: Make reservations, at least for a Sat evening. They were fully booked the evening we dined. Quite a few people came in for take-out."
Aglio e Olio,Jim P.,"Oh My!
Came for lunch, and if you blink you may drive right past this place. Nothing fancy about the building or the interior for that matter (never mind the greasy floors) but man they can put out some dang nice foods.
We had the porchetta sandwich, the mortadella sandwich, rigatoni bowl, and an alfredo bowl (with porchetta). The sandwiches are huge, great bread, fillings super hot and plentiful. I also love the gardenia mix.
The pastas come with ceasar salad and I garlic knot that you wish you had about a dozen more of.
Prices are very reasonable, now if I could only convince them to open a place in West Seattle my live would be complete."
Aglio e Olio,S S.,"This place is a gem. The staff is super friendly and helpful. The food is among the best Italian in the city. I don't come here as often as I would like because, well, weight. I always eat waaaayyyyy too much when I'm here. The hole in the wall aspect is nice and cozy, but I do wish they had an upmarket version as well so I could come here as a night out.
Also, I wish they would deliver with someone other than Bite Squad."
Aglio e Olio,Zelda H.,"The food is wonderful. Fresh pasta, good sauces, and good wine.
Service is not as good as it used to be. Pizza is soggy. Giving it 4 stars because in general, the food is top-notch."
Aglio e Olio,Ryan T.,"I'm so glad I found this place. It's small, but the ambiance and homemade food make for one of the best Italian restaurants I've been to. Our server had excellent recommendations for food, including gluten free and pescatarian and gluten free options. In fact for gluten free options, many things on the menu including deep fried dishes and pasta, can be made without wheat to perfection.
Get a reservation or go early!"
Aglio e Olio,Rahul D.,"Against my selfish desire to keep this place secret, I'm writing a public review of this place.
I have been here several times with varying party sizes and types (2, 4, 10, some vegetarians, some pescatarians, typical omnivores, etc.), for my birthday, parents' birthday, going-away parties, date nights, etc.
I have had the family-style serving every time (35 for antipasti, pasta, meat, and dessert!!). The staff is excellent at accommodating dietary restrictions that vary throughout the party, and their choices always satisfy.
The quality is always excellent, the service is always great, the drinks are always smooth and well-priced, and the value is always incredible.
I hope you all get to enjoy this small restaurant, be sure to reserve ahead of time due to limited seating."
Aglio e Olio,AJ A.,"Had the mortadella and fried egg sandwich for lunch. DELICIOUS!
Quaint, lots of personality. Hidden away in the back of a tiny collection of ground floor shops. It's actually around the corner and in back."
Aglio e Olio,Kevin L.,"This is my hands-down favorite Italian restaurant in Seattle. I live in Capitol Hill and the Italian places are nice, but they're a bit upscale and hit or miss as they try out the hottest and hippest ingredients on the market.
Aglio e Olio, however, I found randomly when I decided I needed a bite to eat and was in the area. It's a small intimate restaurant and I was thinking: ""Sigh, whatever. At least I can just get pasta or something.""
Wow. This place has hands down my favorite meatballs I've ever had in my entire life. They're huge, and they taste AMAZING. I've been going back more frequently now, and I also have to recommend the Calamari. It's not deep-fried, it's not crispy, but instead it's this AMAZING pan-seared quality. Please, please, please do yourself a favor and try the Calamari. Ridiculously good!
Anyways. I didn't realize I was coming into a wonderful small family-style and family-tasting Italian restaurant until I tasted the food, and at that point I realized I was in a good place.
I love you, Aglio e Olio! I hope you stay here for a very long time."
Bizzarro Italian Cafe,Tayler H.,"Bizzaros is a kooky and perfect little Italian hole-in-the-wall! I 10/10 recommend eating here. It's easy to access right off the I-5 freeway, and is in a very cute and ""old"" restaurant row.
The restaurant itself is very homey, with ""bizzare"" decor. Loved the romantic/fun lighting. Our waitress was very nice.
The food itself was fresh and different than what I've had before. We really enjoyed our dinner here!"
Bizzarro Italian Cafe,Jessica M.,"The food didn't match the hype for us, but the service was exceptional.
3 stars for the food and 5 for the service so we'll leave it a 4 overall.
Came here on a Monday night just before the prime dinner rush, and thankfully we did. This place was fulllll. Even with two large parties, our server gave us plenty of attention and was so sweet. This restaurant has parking right in front, although only a handful of spots, and has the quirkiest decor.
We ordered the meatballs and spaghetti with starter salad, elk bolognese with onion soup, and the fainting goat gelato for dessert.
The pasta itself was just ok - I really wished I had liked it more given all the raving reviews. I'm tempted to come back here to try some of the other pasta dishes though."
Bizzarro Italian Cafe,Linda L.,"Came here for dinner and the experience absolutely blew my mind. The environment is quirky and unique, and the service is excellent. The food though - - WOW. We had the arancini to start. The sauce around the arancini was some of the best that I have ever tasted. We also tried the seasonal pumpkin gnocchi with Italian sausage, as well as the wild mushroom parapadelle. Both were very rich, with superb flavor. I can't wait to go back to try the wild elk bolognese, which is their most popular dish. They serve wine casual Italian style, out of rocks glasses.
If you come after 5:30 you can expect a wait. Definitely will be a wait if you come after 6"
Bizzarro Italian Cafe,Patrick C.,"This is the cutest cafe with lots of little bits and baubles everywhere. The place is always busy and usually requires a wait. After a handful of visits, I think I'm done with Bizzarros cafe. The food quality for the price point just isn't up to snuff. I recently ordered some cacio e peppe - and it was like eating a giant bowl of bland noddles. I would guess that to make that dish a star you need super fresh and spicy pepper along with noodles cooked to perfection. Nope. I think for the money Zouave over on 65th is much, and less insanely crowded."
Bizzarro Italian Cafe,Mahsa S.,the restaurant has a great atmosphere with eclectic decor. It's fairly small so expect a long wait. The food was good but a bit expensive for just simple marinara pasta and cheese. The complimentary bread was delicious though
Bizzarro Italian Cafe,Sandra G.,Loved the unique atmosphere. Felt very cozy. Great food and drinks. A must when in Seattle.
Bizzarro Italian Cafe,Regina X.,"Snap pea carbonara had the right flavors with the heavy cheesiness cut by the crispy snap peas and pancetta. The linguini, however, was overcooked and a sad lump hard to separate. For appetizer, the Arancini rice balls were heavy and cheesy but made for a nicely textured dish. Love the outlandish decor and would be back for more pasta."
Bizzarro Italian Cafe,Nishita K.,Highly recommend the tiramisu! Best I have had in a long time. Aranciji was okay. The pastas were delicious. The proportions were great. I had the seasonal pasta 'bombastica'. It was white wine based not too acidic. Very light and flavorful. The elk pasta was hearty and very flavoful. I thought I wouldn't like it because it's elk meat but I would definitely get it for myself next time. Forest floor frenzy as well as the chicken main course we're delicious. Service was great! The servers were very cheerful and gave some nice recommendations and answered our questions. They served us some bread while we waited for our food. We waited for about 30/35 mins on a Friday night to get a table for 4.
Bizzarro Italian Cafe,SonyA C.,"This is my favorite Italian place in Seattle. It has a cozy and interesting ambiance and the food is phenomenal. I especially love the bread and the seasonal dishes. Each entree comes with a fresh salad, with optional upgrade to Caesar salad, spinach salad, or soup. I honestly liked the starter salad the best.
All our dishes felt very high quality. They were well made and their ingredients seemed especially good. My favorite dish was the forest floor frenzy and it's assortment of mushrooms. So tasty.
In conclusion, this would be a great place for a date night. Tasty food, cozy ambiance, unusual decor, and not too loud to have conversation. Watch out though, it's popular and if you go at prime dinner time, you'll need to wait."
Bizzarro Italian Cafe,Alex O.,"I don't like it. The bread was just not tasty and it felt old & stale. I got the eggplant Parmesan fritters for the appetizer. It was inconsistent. Sometimes it was spicy and sometimes it wasn't. It also felt like an amateur cooked it. Cut slices of eggplant, deep fry it, slather tomato sauce and cheese. Serve. Felt very fast food. The forest floor is basically mushroom sauce and pasta. If you love mushrooms then get this. Otherwise, it has an overwhelming amount of fungi. The sugar snap carbonara was a huge disappointment. Trust me the pasta is not made in house and if it is...it sure doesn't taste like it. It felt over cooked and soggy and reminded me of ramen noodles. Also, the sauce is bland. The reason why people like it is because the bacon and peas have a lot of flavor.
The garlic soup is extra buttery and has cloves of garlic. It was way too extreme for me.
Dessert sucked!! Honestly, if they bought the dessert from an outside source it would have probably tasted better."
Bizzarro Italian Cafe,Jessica T.,"My family and I were on vacation in Seattle and stopped here for dinner. We all loved the look and feel of the place. Atmosphere is definitely bizzarro.
There was no wait time for a table of 4/weeknight.
Starter salad had a mild, sweet dressing that even our pickiest teenager enjoyed.
Food was really good. Forest Floor Frenzy was creamy and mushroomy heaven.
Lasagna- good
Meatballs-great
Antipasta plate-great
What else about this place? The bathrooms. Weird recording playing in one of them with paintings of big eyed children. Creepy and intriguing."
Bizzarro Italian Cafe,Ray M.,"This spot is a must for locals and visitors. It is quintessential Seattle in all the right ways.
I love this spot because it is as fun as it is tasty. And it is very fun... and very tasty. So much eye candy and everything on the menu is ridiculously good.
If you haven't been to Bizzarro, then I recommend you go. And if you are planning to go to Bizzarro, then I HIGHLY RECOMMEND the lasagna - you're welcome :) Enjoy"
Bizzarro Italian Cafe,Jacob H.,"I have been to Bizzarro countless times and there is always something new to see on the walls or ceiling. They definitely have the classic Italian theme going for them, which is matched by exquisite Italian food. They have some of the best dishes in Seattle, with a good mixture of light and heavy dishes that are sure to make everyone happy. The staff is wonderful, knowledgeable, and attentive, but not overly attentive.
They only downside is they do not take reservations. But there are several spots around where you can go to grab a drink while your table is prepared.
If you are looking for THE Italian dinning experience in Seattle, this is your spot!"
Bizzarro Italian Cafe,Nita L.,"Most aptly named, this place is a Bizarre combination of Romantic yet Eclectic.
Ambience:
You have candle lit tables and an assortment of chandeliers, you also have skeletal brides seated on a carriage hanging off the ceiling. (Not kidding)
Food:
We had the Elk Bolognese: My first time tasting Elk, and for those who are afraid to try it, this tastes very similar to lamb. The pasta and elk were both fantastic. If you are familiar with the Pakistani/Indian dish called ""Kheema"", this was like having Elk Kheema over pasta. Delicious!
We also had the ""I gnocchi what you did last summer"", delicious creamy gnocchi. Those who like blue cheese will love this. It is cooked in a walnut and blue cheese based sauce.
We ended the meal with the Tiramisu for dessert. It was Humungous and delightful to the last bite.
Service & Cost:
The servers are friendly and service is quick. The prices here are not too terrible, cost us ~70 (not including tip) for two people- we had a carafe of wine, two entrees and dessert. Pretty decent for the food & ambience!
I've read other reviews complaining about the wait time, but I went on a Tuesday evening so I did not face this issue. Definitely a fantasic choice for your dose of Italian, Romance and crazy! Ill be back for sure."
Bizzarro Italian Cafe,Stacey P.,"Full disclosure - I came here after a full day of drinking at the Scotch and Beer Festival followed by a couple hours at a bar. What I'm saying is this is my perception drunk.
My friends really wanted to take me and another friend here and I'll admit I was a little hesitant. The word ""Bizarro"" filled my head with a clown and circus theme, for some reason (drunk), and I didn't want to deal with clowns. There were no clowns.
I recall there being a wait but we stood outside where there was plenty of room to talk and it was nice. There wasn't any room inside to wait. Once inside they seated us in the back corner. I didn't feel too crowded and took in the assortment of stuff that was everywhere. While no rhyme or reason seemed to be had it reminded me of having dinner in one of those antique stores you find in a small town surrounded by stuff in every direction.
The bread was good - thick and chewy. The olive oil was ok, the balsamic vinegar was on the spot. Their lasagna was unremarkable to me. It was noodly goodness with heavy marinara and...I don't recall the cheese. I mean, I'm sure there was cheese because lasagna has cheese but it didn't pierce my drunken haze. My friend had this bolognese dish that was delightful - salty, flavorful, great noodles, fantastic meat. I recall taking full advantage of her permitting me to eat it and then giving my leftover lasagna for them to take home.
The service was utilitarian. They weren't overly talkative, friendly, or engaging. We came in late and I imagine they were tired. It seemed like lots of different people came to drop off and pick up dishes. Our waitress became a little cross with us as I wasn't the only one inebriated and our slow pace at ordering combined with not being as specific as she needed made her irritated. I can't blame her.
We all Ubered home after. It was nice, different, and a change of pace."
Bizzarro Italian Cafe,Chong H.,Best chicken Marsala this side of the Mississippi!
Bizzarro Italian Cafe,Samantha O.,"We had someone recommend this place to us, and overall I did enjoy this restaurant. I probably wouldn't hurry to return, but if I really wanted Italian food (not generally my favorite cuisine so this doesn't happen often) then I'd come back. We came here at about 7:30 pm on a Sunday evening, and the two of us were seated right away. The service was a little slow at first but it did pick up after we placed our entree orders. There was a bit of a mix up with our appetizer order, but we ended up enjoying the arancini (the one that was accidentally brought to us- we were not charged for this) FAR more than the bruschetta we ordered.
Just to get this over with: their version of bruschetta was honestly one of the worst things I've ever eaten. This sounds like I'm being dramatic, I know, but goodness what an odd flavor combination. I would not call myself picky and I'm able to eat pretty much anything people put on my plate, but this... was a no-go for me. We both felt bad about the mix up so we tried to force ourselves to eat more of the bruschetta but it was just so bad that I couldn't. Weird flavors, way, WAY too sweet for an appetizer. The only positive part of this dish was the bread it was on, but it was ruined by the sickly sweet reduction and the horrendous gorgonzola. People on yelp seem to really enjoy it, but I'm just here to tell you- it won't be for everyone. It's unfortunate because I feel like they could do a classic savory bruschetta beautifully, but I understand wanting to do something more unique, I guess.
The arancini was quite good, on the other hand. This was the appetizer that was mistakenly served to us (just to be clear, we pointed this out to our waiter and he asked if we just wanted to keep it- we didn't just dive in). Honestly, even though we felt bad about the mix up, we were glad it happened because of the whole bruschetta situation. This made up for the bruschetta. Our waiter described them as fried balls of risotto with fontina cheese and saffron. The marinara it was served on had a lovely, light smokey flavor. I'd order this one again.
The complimentary focaccia comes with olive oil and balsamic to dip it in. Every aspect of this was delicious. The olive oil tasted amazing. You could even do without an appetizer if you wanted to because of this amazing bread.
For my entree I chose the Sicilian pesto, which was in the seasonal section of the menu. At first I wasn't too impressed flavor wise, but then when I mixed the dish up a bit more the flavors were dispersed much more evenly. I ate the leftovers the next day and it was better after the flavors melded together more. Probably wouldn't order this one again due to how dull it was despite the exciting description. The entrees come with a starter salad, but you can substitute for another type of salad or soup for $4. I got the caesar salad. I loved it. It was beautiful- and they put anchovies on it which I personally enjoy. (Our waiter asked me if the anchovies were okay with me, so if you don't want them then you're able to omit them.) My boyfriend got the started salad, which he said was ""not that great."" The $4 sounds crazy, but the caesar salad I got was probably three times the size of what my boyfriend got. Also if you love caesar salad like I do then it's worth a try in my opinion.
For his entree he ordered the margarita and added the meaty bolognese. The rolled pasta was beautiful. The flavors were simple and tasty.
He doesn't like coffee flavored things or coffee in general, and I somehow persuaded him to try the tiramisu. He actually enjoyed it! The coffee flavor wasn't too strong for him, which he was worried about. I loved everything about the tiramisu and would definitely order this dessert again.
The service was a bit slow at first, like I mentioned earlier. But after we ordered everything was pretty efficient. Our waiter was really nice and didn't check on us too much or too little. The only thing that I thought was a little annoying was their ""no phone"" policy. I mean. I get it. You want to be the place where people talk to each other instead of looking at a screen the entire time. You don't want people talking loudly on their phones, ignoring the wait-staff because they're on their phones, or doing some other annoying crap like that. Understandable. I just find policies like this to be pretentious and try-hard. Just my opinion."
Bizzarro Italian Cafe,Milton F.,"Cozy little Italian restaurant not far from Green Lake. Came here based on the yelp ratings and pictures of the decor.
I ordered the Margarita Pasta with meat sauce which was pretty good. Not sure what kind of pasta they used as I had never seen it before, but the baked melted cheese on top coupled with the meat sauce was quite tasty but very heavy.
The decor was definitely bizaarre as they had random things hanging from the ceiling. The bathroom was a little creepy with a recording of someone chanting random numbers.
One yelper stated that the servers randomly break out in song and dance but we didn't experience that.. bummer."
Bizzarro Italian Cafe,Katy H.,"The olive oil here was some of the best I've ever had. The focaccia was also tasty, and was mostly just helpful in getting more olive oil into my mouth. You should check this place out for that alone.
The pasta special was good, and even the cheese sprinkled on top was notable. Sadly, the steak was too tough and a bit overcooked with an overwhelming parsnip flavor.
When paired with the nice service, fun decor, and creamsicle pannacotta for dessert, this makes for a nice place to visit."
Bizzarro Italian Cafe,Jessica S.,"This is the kind of place that ""new Seattle"" needs more of - but not the kind of place you can build in a day. It's the opposite of generic and mod - it's utterly kitschy in the way that only a place that has been around for years can be: suspended from the ceiling are Christmas trees and bicycles for two, while under the glass table toppers are assorted antique photos, and so on. It's a visual treat.
Also a treat is the food. We started with Arancini balls, which were doused in a delicious fresh tomato sauce, but retained a crisp coating around the delicious, cheesy and gooey rice filling. From there, we had the soup of the day, a creamy garlic soup loaded with flavor, which is almost a meal in itself. For my main course, I had the spaghetti carbonara with pea shoots, which featured delightful, fresh pasta noodles, lightly sauced. Honestly, anything would be good with those noodles - they were perfection.
The waitress was friendly and very real, and service was prompt but well-paced. The placed was packed, and though we didn't have to wait for a table, there was a line out the door when we left.
So much old-school awesome! We'll be back."
Cortina,Hannah D.,"We had this on our list of places to go when we have a babysitter and finally got to go! We were pretty dressed up because it looked nice in photos. Most people there were very casual and had just got done shopping. Several families had little kids. I realize now that we could've just brought ours! Oh well!
I had the modern love cocktail to start. It had a super herby and interesting taste with an orchid on top. Very pretty for photos! But let's be honest, the whole restaurant is photo worthy and I'm a huge sucker for aesthetics. For dinner I had the rigatoni and it was a very generous portion. I could've probably saved half for a second dinner! It was amazing, like all Ethan Stowell food. My husband got the hanger steak and it was a VERY small portion, about 5 bites of steak with fries. He said it was very good, but not worth the $35 price tag. Can't wait to go back!"
Cortina,Allison T.,"Service: To start off, we made a reservation ahead of time through Yelp, but when we arrived ON TIME they said they had no record of our reservation. It wasn't a huge problem, though, because we were a party of two and they had plenty of seating open. We were seated at about 7:35pm and ordered at 7:45pm. We only ordered one appetizer and two entrees--the appetizer arrived about five minutes after ordering, but we did not receive the entrees for another 40 minutes. For a restaurant that was probably only about 40% occupied, it felt like an excessive wait. Also not sure if this was significant or not, but one thing we noticed is that each time someone came to take our order/check in on us, it was a different person each time.
Food: The food was actually pretty good. We got the focaccia for appetizer, and the gnocchi and the rigatoni.
Ambiance: Simple and elegant.
In fairness, I would give 3.5 stars, but the wait time for two pastas was actually pretty ridiculous. Even with the good food, I probably won't be back."
Cortina,Scott S.,"Cortina was a solid Italian establishment with a bit of an upscale vibe. It's in the ground floor of an office building, you can probably imagine exactly what it looks like.
We went as a group of 6 and shared a lot of appetizers such as squash and crostini. Then for dinner had a meat sauce pasta and a chicken dish. Both were pretty good.
Service was good as well. Solid restaurant if you're in the area, nothing I'd go too far out of my way for."
Cortina,Irene W.,"We came here for our friend's birthday and the experience here was amazing! We had a group of 10 and we made a reservation and were seated quickly! The ambience in here is very nice. It's dim but not too dark. The interior was simple with lots of tan wood. I had a lot of fun here, maybe it was the company, but the waiters/staff were super respectful and really just let us socialize while making sure our water cups were full.
The food here is really delicious. I'm really glad we went with a pasta/italian place. I ordered the linguini nero but EVERYTHING looks amazing. My second choice would have been the carbonara. It looked so delicious. The linguini was black noodles with lobster. It was slightly spicy but it complimented so well with the dish. I really enjoyed the pasta. I would absolutely recommend the linguini nero. Not only did it look really unique and cool, it tasted unique and yummy!
I'd recommend this place to everyone! I came with no expectations and left really happy."
Cortina,Frank D.,Excellent prices at happy hour from 4-6PM on a Sunday after the matinee at the 5th Ave Theater and they give a discount for season subscribers. 3 small plates and 2 pastas were more than enough. Beef tartare was excellent and the fish brushceta has a strong smokey delicious flavor. Fast responsive service. Clean modern decor. Very comfortable upscale atmosphere. Regular menu is more expensive but food is definitely worth it.
Cortina,Sophia K.,"I came here on my anniversary weekend with my boyfriend because I was craving pasta. The appetizers here looked sooooo good and the dining atmosphere looked very modern and simple -- both wins in my book.
Upon arriving, the reservation I made through yelp fell through but fortunately we were able to get seated right away. My bf and I ordered a TON of things, our server (who was super nice and friendly) even joked around thinking we couldn't finish. If I remember correctly, we ordered the bruschetta, beef tartare, fries, and two pastas and drinks. The wrong bruschetta came out so we actually had two at our table. While I can say the appetizers were absolutely amazing, the pasta as okay at best. At the time, I considered coming back just for the appetizers.
Now why do I give my experience three stars? I woke up at 5am the next morning with food poisoning and again 3 hours later throwing up everything I had in my stomach. I've never had food poisoning before so it was absolutely brutal. Suffice it to say, my boyfriend ate all the same things I did and he was totally fine. The only difference was that I ate the carbonara and he had the rigatoni.
Although having a shitty experience afterward (literally), I would recommend this restaurant to others but not entirely sure I would come back."
Cortina,Kate N.,"I always have crave for pasta and keep looking for new places to try . It's funny that @cortina was never in my list and I just tried it by coincidence. And I'm IN LOVE . Due' Cucina was used to be my top choice but now I must say that @cortina is the best!!!
.
I tried Bucatini (plenty of meatballs), Rigatoni ( my most favorite ), Linguine Nero (with Dungeness crab). All of them were super delicious! Perfectly cooked and seasoned, al dente pasta and good portion . I would loveee to come back again!
.
TIPS: the Linguine Nero is delicious but it tastes a little more sour compared to other pastas so you should try to eat this first before other dishes for the best taste!
.
P/s: their interior is beautiful and spacious as well!!! Everything is just perfect ."
Cortina,Dhanashree A.,"This place is one of the few which manages to have a slightly casual vibe inspite of such a classy decor. The place is really well lit and is ideal for groups.
Their menu is short which I really like. The food is really good as well. I went with a large group and was able to get reservations for Friday night easily. They don't have parking but you can always find street parking close by. I got to try their linguine Nero, gnocchi and my husband got their burger. For appetizers we got their focaccia, white bean bruschetta and their fries. The appetizers were decent. Fires were a little over seasoned and the focaccia would have been better if it was warm. Loved their bruschetta though, many textures and flavors. Their gnocchi was delicious, creamy, pillowy and cheesy. Most of our group got this and really liked it. I got their linguine Nero and really liked it. It's just a tad too sour. I think the peppers is what makes it so, if I knew I would have got mine without the peppers. The crab and the pasta itself is delicious though! My husband loved his burger. Perfect cook, perfect flavor.
The drinks are unique. They do serve usual versions of the drinks if you ask though. I tried their grapefruit mule. It's a little bitter, but if that's your thing you would love it. Service is on point! Our server was really helpful and patient. Would go back to try more!"
Cortina,Jen K.,"Party of three - my coworkers and I pop in for a midweek lunch at 11:10AM. We are greeted and asked if we have a reservation. There is a football fields length of empty tables in front of us. We say no. The gal steps away to confer with someone else. We are then escorted to the back of the restaurant and seated at a lounge table with slouchy chairs because ""this is what wE have available"". Really? There are at least 4 open booths and 20 + open tables around us. The tables gradually filled in but by the time we left there were still empty seats. So annoying and rude. Food was fine."
Cortina,Marissa E.,"Came here for restaurant week and it was so delicious! I need to come back and get the zeppoles again, they were dreamy. Would love to come back another time and try more dishes. Only thing is the service was super slow. Everyone was very kind and helpful but just had to wait a long time to order and between courses."
Cortina,Melody L.,"This is a nice Italian restaurant for a pre or post movie meal since it's near both Regal Meridian and AMC Pacific Place. I came here on a Friday night and did not need a reservation to sit at one of the tables near the bar. There weren't many people dining there, so the atmosphere was kind of quiet.
I had the bucatini and enjoyed it. It came with plenty of meatballs that I thought were just a tad dry, but the pasta was delightful. I was full by the end of the meal, so the portion size was acceptable by my standards. I paid around $30 including tax and tip, which is not too bad for a plate of fresh pasta."
Cortina,Jessica C.,"Happened upon here during restaurant week which means they limit their menu. However, their food is great. Partner got the bacon burger and loved it. He never accepts bacon in his burger but they did their so fantastically crispy, he let it slide. Also even though he ordered well done patty, it was still juicy. Less so from the meat and more so from the amazing flavors, like the special sauce and thinly sliced tomatoes.
I got the prosciutto as an appetizer with the carbonara pasta. The prosciutto was super soft with a cheese shaving on top. Would have liked a bit more cheese but it's OK. The pasta came with the yolk intact, allowing me to pierce it and spread across the fresh noodles."
Cortina,Jennifer M.,Elijah was a tremendous waiter! Very attentive and made our experience excellent! Top notch service! Will definitely be coming back!
Cortina,Emily J.,"I love noodles. This place had been on my bookmarks for a long time. I am not always in downtown Seattle where it would make visiting this place convenient but luckily this past week, I was. Plus my friend said it was one of the noodle places he really likes.
We walked in around 7pm on a Thursday night. Most tables were full, people before us had reservations, a few people in the waiting area, but lucky us, we got a table.
First things first, we ordered drinks. I ordered the Blackberry Margarita. It was refreshing and very appealing to the instagrammer eye. I wouldn't say you could easily tell there was alcohol in it but it was very tasty and easy to drink down quickly.
For food, I could not decide between the Uni Butter Spaghetti or the Carbonara. I asked the waiter for his recommendation and he said definitely the Carbonara with no hesitation. That made my indecisiveness go away and easily choose the Carbonara. My friend ordered the Uni Butter Spaghetti so I still ended up getting to try that as well. Both of those pastas were super good.
You may think it is crazy but we also ended up ordering an extra pasta dish to share. It was the Bucatini. Consider it normal since we did not get an appetizer. Normally I am a fan of anything Bucatini and the pasta was good but the sauce wasn't really anything special and the meatballs were try and kinda flavorless.
3/4 of the dishes being very good would still be considered a successful dinner in my opinion. I really wanted to try the Linguine Nero but the reviews made it sound like I would be disappointed so maybe another time.
If you are reading for the menu on their website, know it changes. Some of the pastas stay the same but they change some in and out. 10/10 would go here again."
Cortina,Edward S.,"Cortina is the latest restaurant from Ethan Stowell and I was glad to find it lived up to the standards of his other restaurants. It is a pretty large space and is nice and bright.
This is an Italian restaurant with a great menu. Service was superb--our server Elmelia was terrific. I started with the Buffalo mozzarella and the Brussels sprouts. The mozzarella dish was heavenly--the cheese tasted wonderful and was complemented beautifully with some sliced ham and pistachios (along with a few pieces of bread). The Brussels sprouts were cooked perfectly.
Next I had the parma pizza. The crust was a little soggy, but the toppings were excellent, particularly the prosciutto. It comes with a generous amount of arugula.
The last dish was my favorite--the fontina ravioli. The fresh pasta was great, but the cheese and truffle flavor was absolutely exquisite. This is a really good dish."
Cortina,Brittany I.,"Finally got to try this newer Ethan Stowell restaurant. It was fairly easy to make a reservation here for a large party during a week night, even the night before, which was great.
Overall, our dining experience, from service to food to ambiance, was very solid but nothing super stand out.
As for food, we tried a bunch of items but my favorites were the Prosciutto di Parma (SO smooth!) and Gnocchi al Telefonica (has a bit of a kick!). The Linguine Nero was a disappointment unfortunately. I was optimistic after reading reviews but after eating it, the flavor was really one-dimensional and lacking for me. There was also maybe only 2 small pieces of lobster. The breadcrumbs gave it a nice texture though.
My colleague had the Tonarelli Carbonara, which was good but not your traditional carbonara. This version is actually a bit lighter and less rich than most carbonaras I've eaten. Sometimes they are so rich you can't eat much. That isn't the case here. However, the pasta is thicker so that will fill you up quickly!"
Cortina,Meagan W.,"Honestly the food was really good, but due to the service I don't think I'd come again.
For a nice restaurant we were pretty disappointed with service. We made the mistake of saying ""no"" when asked if we had a show to get to- and proceeded to sit for 45 minutes waiting for our food while two other tables beside us sat down, and received two courses in the time we waited for one. We had a reservation and we weren't in a rush, but a 2 hour meal when everyone else was in and out in under an hour was disappointing. We are fairly certain our order got pushed behind EVERYONE going to a show- one or two in a rush wouldn't have been a big deal, but that was a really long time! Also, no one even noticed it had been that long- not even a ""sorry for the bit of a wait"".
But the food was good! We got the burratta, bruschetta, and ravioli and al were really tasty! I'd say average to smal portion size which is fine because they're all pretty rich food I'm not sure I could have eaten more of it (or I was full on water from my free time, you decide).
All in all, maybe it was our server, maybe it was an extra busy night? Not sure but I likely wouldn't be back or recommend to a friend based on our experience."
Cortina,Angelina T.,"We came here because this showed up on like every must go list. The interior is pleasant and spacious. Our server, Tom, went above and beyond; he was incredibly friendly and checked on us a few times. When I booked a reservation I notified Cortina that it was our anniversary and they gave us a surprise of two glasses of champagne at the end of our meal! We had three dishes: funghi pizza, potato gnocchi, and the special of the day which was king crab spaghetti.
Both the pizza and the gnocchi were great 4/5 stars. Everything was so filling my boyfriend and I felt like the both of us would've been full off of one of the three dishes if we shared it.
My only complaint is that the king crab pasta was super sour. It was unpleasant to eat and the white wine drowned out any potential flavour. It's a 1/5."
